,price,bathrooms,sqft_living,grade,sqft_living15
9781,567500.0,2.5,2300,8,2580
9782,265000.0,1.5,1460,7,1580
9783,340000.0,2.0,1570,8,1640
9784,375000.0,2.0,1540,6,1730
9785,920000.0,3.0,3300,8,1420
9786,850000.0,2.25,2130,9,2380
9787,202000.0,1.0,1010,7,1230
9788,725000.0,3.0,2420,9,3100
9789,900000.0,3.25,3870,10,3590
9790,680200.0,1.5,1960,8,2060
9791,216500.0,1.0,1170,6,1280
9792,325000.0,1.5,1890,7,1510
9793,675000.0,2.5,2250,9,2390
9794,435000.0,0.75,750,4,3020
9795,263500.0,1.75,1610,7,1550
9796,550000.0,2.25,2590,8,2670
9797,875000.0,2.5,2520,9,2250
9798,246600.0,1.0,1340,7,1120
9799,337000.0,2.25,1460,8,1490
9800,240000.0,1.75,1380,7,1530
9801,490000.0,1.75,1510,8,2660
9802,510000.0,2.5,2510,7,2460
9803,305000.0,1.0,910,7,1480
9804,350000.0,2.5,1970,7,1970
9805,284200.0,1.75,1540,7,2510
9806,357000.0,2.5,1980,7,1610
9807,854000.0,2.75,3150,10,3150
9808,1175000.0,2.5,4700,10,2870
9809,1000000.0,2.25,2300,8,2200
9810,616500.0,2.25,1880,8,1880
9811,750000.0,2.75,2640,7,1690
9812,650000.0,4.5,3900,8,2080
9813,275000.0,2.25,2670,8,2190
9814,540000.0,1.75,1840,7,1660
9815,225000.0,1.0,1120,6,1240
9816,845000.0,2.5,2970,10,2740
9817,490000.0,2.25,1410,6,1220
9818,753000.0,2.5,3060,9,2930
9819,475000.0,1.75,2490,7,1610
9820,124000.0,0.75,840,6,1560
9821,224000.0,0.75,840,6,1560
9822,485000.0,1.0,1130,7,1470
9823,230000.0,1.75,1850,6,1270
9824,372000.0,2.75,2330,7,1480
9825,306000.0,2.5,1880,7,1760
9826,905000.0,3.5,2980,9,1810
9827,440000.0,1.0,1440,7,1320
9828,280000.0,1.75,1630,7,1630
9829,435000.0,2.5,1778,7,2840
9830,425000.0,2.5,1930,8,1770
9831,204950.0,0.75,1130,7,1550
9832,670000.0,1.75,1650,7,2530
9833,475000.0,1.0,820,7,1370
9834,352000.0,2.5,2900,7,1600
9835,575000.0,1.75,2330,7,2270
9836,1730000.0,3.5,4440,10,4240
9837,491000.0,2.0,1660,8,2440
9838,750000.0,2.5,3020,9,3100
9839,830000.0,2.5,1850,8,2090
9840,1140000.0,3.75,5960,10,3860
9841,137124.0,1.0,960,6,1100
9842,225000.0,1.0,1150,6,840
9843,732600.0,2.5,2130,7,2130
9844,818000.0,2.25,2460,8,2460
9845,431000.0,2.25,2360,9,2720
9846,304000.0,2.25,1320,7,1330
9847,650000.0,2.0,1910,7,1230
9848,450000.0,2.0,1610,8,1750
9849,269000.0,1.0,1610,7,1610
9850,875000.0,1.0,1160,7,2390
9851,890000.0,2.25,2870,8,2930
9852,565000.0,2.5,2280,8,2140
9853,448175.0,2.0,1370,8,1370
9854,235000.0,0.0,1470,7,1060
9855,680000.0,3.0,2970,9,2970
9856,629000.0,1.75,1460,8,1970
9857,494000.0,3.5,1570,8,1610
9858,1100000.0,3.0,2880,9,2110
9859,450000.0,2.5,1900,7,1940
9860,330000.0,1.75,2020,8,1940
9861,960000.0,2.5,3110,10,3110
9862,360000.0,2.5,2390,9,2590
9863,378000.0,2.5,2150,8,2150
9864,499950.0,1.75,1340,7,1550
9865,450000.0,2.5,1990,7,2310
9866,523500.0,2.0,1600,7,1520
9867,600000.0,2.5,2680,9,2520
9868,290000.0,2.5,2080,8,2190
9869,176000.0,3.25,1340,7,1670
9870,885000.0,2.0,2590,7,2440
9871,483000.0,1.75,1240,7,1800
9872,240000.0,1.0,1310,7,1650
9873,720000.0,2.25,2530,8,2240
9874,311000.0,2.5,1780,7,1990
9875,332500.0,2.0,1600,7,2440
9876,164950.0,1.75,1570,7,1250
9877,371000.0,1.75,1570,7,1250
9878,264500.0,1.75,1650,7,1650
9879,1738000.0,2.25,2920,9,4510
9880,503000.0,1.0,870,6,1750
9881,738000.0,2.5,2830,9,1880
9882,393000.0,1.0,980,7,1260
9883,280000.0,1.0,990,7,1730
9884,260000.0,2.5,2360,8,2580
9885,505000.0,1.0,1000,7,1940
9886,241000.0,1.5,1660,7,1900
9887,530000.0,1.75,1520,7,2040
9888,713000.0,1.0,1180,8,1420
9889,487000.0,1.75,1770,7,1680
9890,128000.0,1.0,980,6,980
9891,210500.0,1.0,1840,7,2040
9892,420000.0,2.5,1810,7,1770
9893,679000.0,2.5,1780,8,1690
9894,784950.0,2.75,2840,9,2880
9895,352000.0,2.5,2650,9,2650
9896,386000.0,1.5,1270,7,1360
9897,335000.0,1.75,1260,7,1540
9898,472500.0,2.0,1750,7,2450
9899,599950.0,2.25,2680,8,2220
9900,963990.0,3.25,3830,9,3830
9901,735000.0,2.0,1610,8,2540
9902,858450.0,4.25,3840,10,3230
9903,665000.0,2.75,2670,7,2460
9904,290000.0,2.5,2000,7,2000
9905,250000.0,1.0,860,7,980
9906,192500.0,1.75,1420,7,1690
9907,350000.0,2.0,2060,8,1950
9908,518000.0,2.5,2790,8,2590
9909,563000.0,1.0,1410,7,1040
9910,375000.0,3.0,2420,7,2420
9911,400000.0,2.5,1460,8,1430
9912,240000.0,1.75,2460,7,1990
9913,317500.0,1.0,1000,6,1940
9914,1315000.0,4.0,4420,10,3720
9915,234000.0,1.0,1240,6,1990
9916,645000.0,2.5,1740,9,2540
9917,649000.0,1.0,1280,7,1860
9918,605000.0,2.5,2520,8,2580
9919,337900.0,3.5,1500,7,1500
9920,535000.0,2.75,2490,8,1880
9921,325000.0,1.0,1530,7,1540
9922,429950.0,2.25,1740,8,1680
9923,775000.0,2.5,3550,9,3270
9924,650000.0,1.0,1280,7,2460
9925,1200000.0,2.25,2320,8,2740
9926,275000.0,1.0,1140,5,2200
9927,575000.0,3.5,3930,9,2740
9928,540000.0,2.5,2370,7,2170
9929,640000.0,1.75,2340,7,1360
9930,275000.0,1.5,1240,7,1670
9931,672800.0,2.5,2740,9,2760
9932,495000.0,2.25,1940,7,1460
9933,820000.0,2.5,2950,10,3810
9934,475000.0,2.75,1980,7,2080
9935,1275000.0,2.0,2850,10,2810
9936,380000.0,1.0,1160,7,1160
9937,397500.0,2.0,2130,8,2580
9938,352000.0,2.5,2420,7,2210
9939,893880.0,2.5,2820,8,2070
9940,635000.0,3.25,3710,8,1720
9941,420000.0,2.25,1770,7,1650
9942,503000.0,2.0,1260,7,1710
9943,689000.0,1.75,2330,7,2560
9944,749500.0,2.75,2490,7,1420
9945,1150000.0,3.75,4090,9,2980
9946,563500.0,2.5,2800,8,2810
9947,480000.0,3.0,2440,8,2380
9948,374950.0,3.0,2540,9,2540
9949,308950.0,2.5,1600,7,1760
9950,445000.0,2.75,2680,7,1240
9951,237200.0,1.5,1220,7,1220
9952,453500.0,1.75,1550,7,1050
9953,616500.0,2.0,2080,7,1620
9954,1250000.0,5.0,5000,10,3030
9955,396000.0,1.0,630,5,1390
9956,210000.0,1.0,1070,6,1050
9957,539000.0,1.75,1900,7,1370
9958,605000.0,2.5,2960,8,2740
9959,437500.0,2.0,1490,6,1500
9960,215000.0,1.5,1500,7,1790
9961,440000.0,2.5,2410,7,2410
9962,525000.0,1.0,2000,7,2000
9963,319900.0,1.5,1140,7,1200
9964,335000.0,1.0,1120,7,1120
9965,485000.0,2.25,2900,9,2510
9966,359999.0,2.25,3220,8,2570
9967,799000.0,2.75,2500,8,1700
9968,280000.0,2.25,1610,7,1720
9969,1050000.0,2.75,2250,8,1970
9970,290000.0,2.0,1240,6,1030
9971,235000.0,2.25,1660,7,1620
9972,495000.0,1.75,2080,7,1000
9973,290000.0,2.25,1880,8,2180
9974,230000.0,1.5,1050,7,1390
9975,234000.0,1.75,1480,7,1800
9976,597400.0,2.5,2420,7,2280
9977,370000.0,2.5,2190,7,1820
9978,755000.0,2.5,2660,9,2890
9979,342000.0,2.5,2430,7,3040
9980,497000.0,1.0,770,7,960
9981,835000.0,1.0,3060,8,1880
9982,730000.0,2.75,2920,9,2920
9983,655000.0,1.0,1370,7,2410
9984,205000.0,2.5,1870,8,1580
9985,632750.0,2.0,1800,7,1950
9986,330000.0,3.0,2100,7,2100
9987,527500.0,2.25,2530,7,2020
9988,716500.0,2.5,3290,9,3100
9989,388500.0,2.5,1890,7,2060
9990,530000.0,1.75,1680,7,1880
9991,419000.0,2.5,2170,8,2610
9992,385000.0,1.75,1200,7,1200
9993,655000.0,2.5,2990,8,3110
9994,1695000.0,2.75,3770,9,3000
9995,279000.0,1.0,1020,7,1930
9996,262000.0,1.5,1700,7,1700
9997,533000.0,1.0,1550,7,1320
9998,640000.0,1.75,1680,8,1880
9999,285000.0,2.25,1680,7,1820
10000,458400.0,2.5,1910,8,1910
10001,620000.0,3.25,3160,7,2200
10002,465000.0,1.5,2020,6,2370
10003,690000.0,3.75,3210,8,2350
10004,462500.0,2.25,2350,7,2350
10005,369950.0,2.5,1910,8,2210
10006,124500.0,1.0,840,5,1100
10007,950000.0,2.25,2620,9,2370
10008,418000.0,1.5,1220,7,1350
10009,160000.0,1.0,1060,6,1060
10010,457000.0,2.5,2200,8,2280
10011,530000.0,1.75,2120,6,1220
10012,385000.0,1.0,1250,7,1540
10013,491000.0,1.75,1440,7,1440
10014,521000.0,2.25,1890,8,1920
10015,255000.0,1.0,1140,7,1140
10016,292050.0,3.0,2840,7,2210
10017,326000.0,3.0,1880,7,1540
10018,300000.0,1.0,750,6,930
10019,291600.0,1.75,1630,7,1940
10020,435000.0,1.5,1720,7,1560
10021,465000.0,2.5,1600,8,1390
10022,200000.0,2.25,1230,7,1260
10023,238000.0,1.5,1610,7,1650
10024,455000.0,2.5,1320,7,1550
10025,230000.0,3.0,2180,7,2260
10026,808000.0,2.25,2190,8,1990
10027,578500.0,1.0,1490,7,2290
10028,390000.0,2.0,1463,7,1484
10029,517500.0,2.5,1800,8,1800
10030,755000.0,2.75,2880,9,2110
10031,579500.0,1.75,1250,7,1250
10032,649950.0,2.75,1670,9,1520
10033,228000.0,1.75,2000,7,1880
10034,665000.0,1.75,2280,7,1850
10035,689000.0,2.5,2110,9,2180
10036,560000.0,2.5,2520,8,2360
10037,529000.0,1.0,1590,7,1780
10038,375000.0,2.5,2100,8,1980
10039,325000.0,2.75,2090,6,1460
10040,583000.0,2.5,3390,10,2830
10041,330000.0,1.0,790,6,2350
10042,262000.0,2.5,1970,7,1670
10043,555000.0,2.5,2870,8,2770
10044,585000.0,1.0,1110,7,1410
10045,425590.0,2.75,1940,8,1410
10046,235000.0,1.0,720,6,1510
10047,362362.0,1.0,710,6,960
10048,252000.0,2.0,1370,7,1420
10049,439000.0,2.5,2690,9,2890
10050,465000.0,2.25,3360,9,2590
10051,249900.0,2.0,1500,7,1500
10052,665000.0,2.5,2600,8,2260
10053,370000.0,1.75,1160,7,1990
10054,620000.0,1.0,1430,7,1750
10055,375000.0,1.0,1870,8,1460
10056,552625.0,2.0,2560,8,1830
10057,315500.0,1.0,1160,7,1520
10058,620000.0,1.75,1680,8,2390
10059,510000.0,2.5,2010,8,1850
10060,652500.0,2.5,2540,9,2560
10061,574000.0,2.5,3240,8,2570
10062,430000.0,2.5,2670,9,3010
10063,390000.0,2.0,1080,7,1120
10064,466500.0,1.0,1430,7,1430
10065,315000.0,2.25,1290,7,1360
10066,220000.0,1.5,1240,7,1240
10067,325000.0,1.75,1840,7,1840
10068,365000.0,1.0,1120,7,1450
10069,356000.0,3.5,2100,9,2400
10070,380000.0,1.75,2030,8,1650
10071,579000.0,2.25,2030,8,1950
10072,682000.0,1.0,890,7,1680
10073,499000.0,1.75,1750,7,1820
10074,333760.0,1.0,1300,7,1300
10075,745000.0,2.5,2650,11,3270
10076,380000.0,1.75,1750,7,1230
10077,435000.0,3.0,1440,8,1440
10078,520000.0,2.75,1700,7,1880
10079,965000.0,2.5,3920,10,3780
10080,270000.0,2.25,1470,7,1540
10081,1100000.0,2.75,2520,8,2100
10082,577500.0,1.75,2140,8,2250
10083,650000.0,1.75,1550,7,1110
10084,1227500.0,2.5,3180,11,3130
10085,1900000.0,4.25,6510,11,4480
10086,475000.0,2.0,1440,7,1490
10087,200000.0,1.0,1150,7,1180
10088,397000.0,2.5,2320,8,2320
10089,383610.0,2.0,1230,7,2110
10090,275000.0,2.5,2060,7,1610
10091,840000.0,2.0,2783,8,1730
10092,365000.0,2.5,2140,8,2120
10093,362000.0,2.75,1420,8,1420
10094,350000.0,1.75,2090,7,1790
10095,200000.0,1.75,1320,7,1320
10096,299000.0,2.5,2300,8,1910
10097,555000.0,1.5,3050,8,2930
10098,1326000.0,2.25,2960,10,2960
10099,896000.0,2.75,2520,8,2760
10100,550000.0,1.75,1740,8,1820
10101,324500.0,1.0,1300,7,1820
10102,312500.0,1.0,1170,7,1170
10103,485000.0,3.25,1946,7,1460
10104,511000.0,1.0,1250,7,1250
10105,139500.0,1.5,1230,7,1660
10106,464000.0,2.5,2180,8,2350
10107,255000.0,1.75,1740,7,1690
10108,679975.0,2.5,3830,8,3400
10109,624800.0,2.0,2250,8,2820
10110,920000.0,2.75,2590,9,3410
10111,1365000.0,2.5,2090,9,2730
10112,510000.0,1.5,2400,8,2380
10113,289659.0,2.25,2260,7,1720
10114,585000.0,2.5,2910,8,2550
10115,555000.0,3.0,3640,8,3740
10116,940000.0,2.75,3770,8,2640
10117,460000.0,2.0,1600,7,1600
10118,319000.0,2.5,2110,7,2100
10119,280000.0,2.5,1720,7,1760
10120,250000.0,1.0,1100,5,1280
10121,749950.0,2.5,2620,9,2260
10122,458000.0,2.5,3090,8,2560
10123,465000.0,2.5,1890,8,2460
10124,580000.0,1.75,1850,8,1450
10125,700000.0,2.5,3100,10,3080
10126,350000.0,2.5,2506,8,2441
10127,456000.0,1.0,1700,7,1700
10128,290000.0,2.0,1550,7,1840
10129,475000.0,2.75,2200,7,2650
10130,285000.0,2.5,1890,7,1980
10131,309000.0,1.0,1140,7,1340
10132,860000.0,2.0,3740,9,3180
10133,219000.0,2.25,1940,8,1880
10134,546500.0,2.5,2130,8,1890
10135,338000.0,1.0,1470,7,1410
10136,505000.0,1.0,1070,7,1360
10137,340000.0,1.75,1680,7,1800
10138,678000.0,2.25,2730,9,2770
10139,800000.0,1.75,1890,8,2630
10140,112000.0,1.0,1080,6,1210
10141,252000.0,1.75,1440,6,1560
10142,335000.0,2.75,2540,7,1820
10143,610000.0,2.0,2300,8,2140
10144,245000.0,2.0,1690,7,1740
10145,493500.0,1.75,1800,8,2210
10146,596500.0,2.25,1770,8,1880
10147,245000.0,2.0,1190,6,1680
10148,333500.0,1.75,1320,7,1750
10149,373000.0,1.0,1290,7,1540
10150,759900.0,2.5,3000,8,3000
10151,317000.0,2.25,1358,7,1358
10152,670000.0,1.5,1220,7,1320
10153,985000.0,2.5,2720,7,1870
10154,310000.0,1.5,1060,6,1560
10155,750000.0,2.5,3020,9,3020
10156,408000.0,2.0,1640,7,1070
10157,900000.0,3.75,3870,10,3600
10158,460000.0,2.25,2860,8,1730
10159,339000.0,2.5,1740,7,1190
10160,660000.0,2.0,1140,7,1260
10161,449950.0,3.0,3290,9,2810
10162,235000.0,1.0,1210,7,1210
10163,769000.0,2.25,3320,9,2820
10164,428000.0,2.0,1350,8,1440
10165,445000.0,2.25,1990,8,2180
10166,462000.0,2.5,2060,7,1760
10167,775000.0,1.0,1460,7,2280
10168,605000.0,1.75,2250,8,2050
10169,193500.0,1.0,950,7,950
10170,389950.0,2.5,3140,9,3000
10171,790000.0,3.5,3560,10,3660
10172,442000.0,1.0,1410,7,1450
10173,890000.0,2.25,2770,8,2300
10174,235000.0,1.0,1864,7,990
10175,495000.0,1.75,1930,8,1850
10176,600000.0,2.5,3870,10,2170
10177,1400000.0,2.0,2020,10,2580
10178,251000.0,2.0,1300,7,1300
10179,471000.0,2.25,3410,8,2870
10180,597000.0,2.5,2370,8,2340
10181,804000.0,3.5,2770,9,2520
10182,357000.0,1.75,1250,7,2180
10183,419990.0,2.5,1690,8,1540
10184,725000.0,2.5,3040,10,2990
10185,275000.0,2.5,2710,7,2720
10186,445000.0,2.25,1190,7,1630
10187,510000.0,2.5,2300,9,2480
10188,330000.0,1.0,1360,7,1540
10189,270000.0,1.0,1500,6,1050
10190,495000.0,2.0,1610,7,1180
10191,225000.0,1.75,1420,7,1420
10192,716528.0,1.5,1750,7,1750
10193,260000.0,2.5,1510,7,1520
10194,471000.0,2.5,2330,8,2430
10195,690000.0,3.5,2690,8,2080
10196,548000.0,1.5,1700,7,1460
10197,505000.0,1.0,1020,7,1580
10198,325000.0,1.0,1160,7,1220
10199,682000.0,2.25,2450,8,2410
10200,605000.0,2.25,2010,8,2240
10201,276200.0,1.75,1370,8,1370
10202,530000.0,1.0,1370,7,1220
10203,245000.0,3.0,1990,7,1670
10204,654950.0,2.5,2790,9,2890
10205,221900.0,1.0,780,6,1860
10206,466000.0,2.0,2240,8,1930
10207,383150.0,2.0,2210,8,2570
10208,657100.0,1.0,1390,7,1810
10209,539000.0,2.0,1800,8,2290
10210,400000.0,3.0,3320,8,2330
10211,215000.0,2.5,1960,6,1160
10212,489000.0,1.0,850,7,1450
10213,649000.0,2.5,2980,10,3080
10214,700000.0,1.75,1980,8,2310
10215,268500.0,1.0,790,6,1470
10216,515000.0,2.5,1800,7,2106
10217,685000.0,2.0,2260,9,2650
10218,305000.0,1.5,800,7,1320
10219,950000.0,2.0,2490,8,2910
10220,292500.0,2.5,1610,7,1834
10221,270000.0,1.75,1850,7,2260
10222,450000.0,1.75,1850,7,2260
10223,535000.0,1.0,1920,7,1600
10224,550000.0,2.5,1740,8,1910
10225,457500.0,2.25,1430,8,2210
10226,136500.0,1.5,1420,6,1200
10227,224097.0,1.5,1420,6,1200
10228,254000.0,2.5,1560,7,1360
10229,335000.0,2.25,2030,7,1830
10230,594950.0,2.5,3280,9,3360
10231,350000.0,1.75,1360,8,1570
10232,169950.0,1.0,1180,7,1220
10233,432500.0,2.5,1940,8,2080
10234,440000.0,1.75,1300,7,1350
10235,233703.0,2.25,1650,7,1510
10236,310000.0,1.5,1140,7,1150
10237,735000.0,2.5,2540,10,2870
10238,730000.0,2.75,3440,10,2560
10239,257000.0,1.75,1800,7,980
10240,485000.0,2.25,1260,8,1330
10241,899000.0,2.25,2370,8,3280
10242,279000.0,1.0,1520,7,1560
10243,225000.0,2.0,1750,7,1640
10244,1355000.0,1.5,2680,8,2280
10245,355000.0,2.5,1590,7,1590
10246,382500.0,1.75,1560,7,2080
10247,324360.0,2.5,2000,8,1930
10248,315000.0,1.75,2380,8,2320
10249,426000.0,1.0,2230,7,1870
10250,395000.0,2.5,2820,8,2610
10251,212644.0,1.0,1570,5,1330
10252,510000.0,3.0,1845,8,2100
10253,85000.0,1.0,830,6,1160
10254,235000.0,1.0,830,6,1160
10255,295000.0,2.5,2030,8,2030
10256,720001.0,2.5,1430,7,1740
10257,313950.0,1.0,1510,6,1510
10258,415000.0,1.0,1510,6,1510
10259,305000.0,1.75,1610,8,2010
10260,625000.0,1.5,1600,8,1540
10261,490000.0,1.0,1420,7,1530
10262,269950.0,2.0,1660,8,1490
10263,2700000.0,4.0,4230,8,2660
10264,829000.0,3.0,3310,9,1440
10265,635000.0,2.5,2470,7,2490
10266,217500.0,1.0,1040,7,1510
10267,270000.0,1.75,1850,7,1450
10268,1245000.0,3.0,4610,8,2160
10269,480000.0,2.5,2480,8,2270
10270,575000.0,1.75,2130,8,2020
10271,426950.0,2.75,2350,7,2014
10272,125000.0,1.0,920,6,1010
10273,208000.0,1.0,920,6,1010
10274,325000.0,2.0,1780,7,1550
10275,597157.0,4.0,2690,8,1840
10276,728725.0,2.5,3010,8,2140
10277,708000.0,2.0,3180,8,2440
10278,1300000.0,3.0,4120,11,4390
10279,405000.0,1.0,1280,7,1320
10280,550000.0,2.75,1690,7,1820
10281,451000.0,2.5,2320,7,2060
10282,540500.0,3.75,3090,8,2790
10283,1025000.0,3.5,5050,11,4570
10284,218000.0,1.0,1640,7,1360
10285,562000.0,2.25,2170,8,2040
10286,401500.0,2.5,3140,8,1910
10287,196700.0,1.0,1090,7,1090
10288,583000.0,1.75,1930,8,2320
10289,309900.0,2.5,2100,7,2200
10290,485000.0,3.0,3110,9,3080
10291,465000.0,1.0,930,6,1210
10292,595000.0,2.25,2050,8,2010
10293,254000.0,1.0,1160,6,1160
10294,488500.0,2.75,1820,7,1950
10295,260000.0,2.5,2110,8,2040
10296,166000.0,1.0,870,6,1350
10297,440000.0,1.5,1080,6,2080
10298,375000.0,2.0,1260,6,1260
10299,529500.0,1.0,900,6,1270
10300,338000.0,1.0,750,6,1470
10301,335620.0,2.25,1800,8,2000
10302,464000.0,2.25,2220,9,2110
10303,354000.0,1.0,1390,6,1290
10304,601000.0,3.5,2160,8,1230
10305,285000.0,2.25,1840,8,1870
10306,462500.0,2.0,1690,7,1540
10307,350000.0,2.5,2650,8,2340
10308,329000.0,1.0,1120,7,1480
10309,312500.0,2.5,2500,7,1460
10310,370000.0,2.5,2220,7,2220
10311,399900.0,1.75,1260,7,1460
10312,398000.0,1.0,1480,6,1200
10313,550500.0,1.5,930,7,1920
10314,709000.0,2.75,2780,8,1700
10315,402000.0,2.75,2770,7,1720
10316,450000.0,1.5,1530,7,1800
10317,524000.0,2.25,2140,8,2060
10318,800000.0,2.75,4600,10,3740
10319,185000.0,1.0,1760,7,1180
10320,365000.0,1.0,1760,7,1180
10321,925000.0,2.5,3110,9,2850
10322,714000.0,1.75,2260,8,2530
10323,495000.0,2.0,1460,7,1620
10324,535000.0,2.25,2050,7,1760
10325,880000.0,2.5,2340,8,2650
10326,150000.0,1.5,1230,6,850
10327,554500.0,2.25,1880,8,2060
10328,520000.0,1.75,1280,7,980
10329,839990.0,2.75,3660,9,3625
10330,500000.0,2.5,1650,7,1650
10331,305000.0,1.0,1960,6,1650
10332,247800.0,2.5,1580,7,1610
10333,344200.0,2.5,2490,8,2690
10334,459950.0,2.5,2000,8,2040
10335,229900.0,1.75,1550,7,1500
10336,750000.0,2.25,2820,8,2890
10337,509000.0,2.5,2600,9,2250
10338,680000.0,1.0,2200,8,3250
10339,661500.0,2.5,2500,7,1960
10340,370000.0,1.0,1270,7,1140
10341,785000.0,2.75,2900,8,2620
10342,355000.0,1.0,840,7,1250
10343,446000.0,2.0,1940,7,960
10344,830000.0,3.5,3490,8,3070
10345,324000.0,2.5,1940,8,1940
10346,500000.0,2.25,2490,8,2030
10347,745000.0,1.0,1390,7,2290
10348,1197000.0,2.5,3940,8,1790
10349,385000.0,2.5,1760,8,1760
10350,565000.0,2.25,2560,8,1980
10351,465000.0,2.5,2300,8,2010
10352,401000.0,3.25,1770,8,1860
10353,385000.0,1.75,2310,8,2350
10354,395000.0,2.5,2310,8,2230
10355,245000.0,1.5,2000,6,960
10356,500000.0,2.0,1540,7,1540
10357,334000.0,1.75,2590,7,1820
10358,550000.0,1.0,980,7,2100
10359,216000.0,1.0,1730,7,1830
10360,340500.0,2.5,3070,8,2220
10361,375000.0,2.25,2100,8,2000
10362,600000.0,2.75,2080,8,2175
10363,375000.0,1.75,1890,7,1870
10364,536500.0,1.75,2000,7,1430
10365,599900.0,3.0,3030,8,2810
10366,750000.0,1.5,1110,7,1670
10367,355000.0,1.0,1650,7,1690
10368,590000.0,2.0,1410,7,1330
10369,680000.0,1.0,2140,7,1560
10370,429000.0,2.5,1860,8,2420
10371,581000.0,1.0,1170,7,1560
10372,463800.0,1.5,980,7,1470
10373,2983000.0,5.5,7400,13,6110
10374,443000.0,1.75,1650,8,1740
10375,276200.0,2.5,1480,7,1690
10376,630000.0,3.5,4060,9,1730
10377,570000.0,1.75,1370,7,1560
10378,979700.0,2.25,2480,10,3030
10379,730000.0,2.5,2030,8,1980
10380,268450.0,2.25,2200,7,1780
10381,490000.0,1.75,1770,7,1690
10382,808000.0,2.5,2550,8,2180
10383,350000.0,1.0,1250,7,1660
10384,695000.0,1.75,2390,8,2210
10385,1228000.0,2.5,5730,11,3310
10386,309950.0,1.0,1120,7,2330
10387,134000.0,1.0,1270,6,1200
10388,645500.0,2.5,2390,10,2630
10389,750000.0,2.0,1760,7,1760
10390,1399000.0,2.5,2560,9,2690
10391,344900.0,1.75,1820,7,1700
10392,601450.0,3.25,1840,8,1910
10393,575000.0,2.0,1810,8,1470
10394,405000.0,1.75,2470,7,2600
10395,518000.0,2.75,2520,9,2330
10396,265000.0,1.0,1600,7,1580
10397,180000.0,1.0,1280,6,1060
10398,285000.0,2.5,1590,7,1580
10399,433000.0,2.75,2000,7,1440
10400,399000.0,1.75,1780,8,2180
10401,565000.0,2.5,1700,7,1700
10402,406500.0,1.5,1970,7,2240
10403,420000.0,1.75,1940,7,1700
10404,965000.0,3.5,3290,8,1790
10405,1375000.0,3.5,3500,10,3160
10406,353950.0,2.25,3260,8,2070
10407,847700.0,3.25,4230,10,2980
10408,185000.0,1.0,1590,6,1370
10409,269000.0,1.5,1010,7,1290
10410,422800.0,1.75,1820,7,1900
10411,379950.0,1.0,870,7,1240
10412,525000.0,2.0,1620,7,1540
10413,810000.0,3.5,3980,9,2220
10414,209950.0,1.0,1630,6,1190
10415,439950.0,2.0,1230,8,1610
10416,554820.0,2.0,3510,8,2530
10417,359000.0,2.5,2160,7,2160
10418,242500.0,1.0,1020,6,1160
10419,330000.0,1.75,1590,7,1600
10420,740000.0,2.25,3440,10,3470
10421,630000.0,1.0,3020,7,1350
10422,750000.0,1.75,2280,8,2280
10423,695000.0,2.5,2790,9,2790
10424,109000.0,0.5,580,5,1570
10425,389000.0,1.5,2030,7,2210
10426,447000.0,1.0,850,6,1630
10427,1200000.0,2.0,2480,7,2400
10428,315000.0,1.75,1010,7,1080
10429,640000.0,2.5,2420,10,2500
10430,570000.0,2.25,2180,9,2300
10431,495000.0,2.75,1830,8,1530
10432,449500.0,2.75,2040,7,1530
10433,1084500.0,2.75,2640,9,2010
10434,294950.0,1.0,1060,7,1530
10435,170500.0,1.0,1640,7,2080
10436,312000.0,1.0,1190,6,1060
10437,350000.0,2.5,2180,8,2090
10438,690000.0,2.5,2120,9,2140
10439,375000.0,2.5,2210,7,1770
10440,575000.0,2.5,2510,9,2600
10441,646000.0,2.25,2500,8,2290
10442,239950.0,2.5,1560,7,1510
10443,400000.0,2.5,2510,7,1270
10444,455000.0,1.75,3060,8,2180
10445,240000.0,2.0,1310,7,1310
10446,3400000.0,4.0,4260,11,4260
10447,695000.0,2.0,2500,7,1550
10448,304950.0,1.0,670,6,710
10449,650000.0,1.75,1840,8,1670
10450,402500.0,1.75,1480,7,1480
10451,482000.0,2.5,2420,7,2420
10452,655000.0,2.0,1820,7,1920
10453,577000.0,2.75,1940,7,1940
10454,350000.0,2.5,1630,7,1660
10455,415000.0,2.25,2520,8,2300
10456,396400.0,2.5,2120,7,2000
10457,654300.0,2.5,2490,9,2870
10458,774950.0,2.5,3410,10,3350
10459,855000.0,2.0,2380,8,2112
10460,1145000.0,2.5,2490,8,2310
10461,330000.0,2.5,1240,7,1520
10462,290000.0,2.25,1900,7,1700
10463,519500.0,3.0,2390,8,1540
10464,450000.0,1.75,1810,7,1934
10465,3120000.0,3.5,4490,12,2710
10466,265000.0,1.0,1620,7,2070
10467,359000.0,2.5,2640,8,2150
10468,2000000.0,3.75,2870,10,2870
10469,1050000.0,2.5,3250,8,2970
10470,402500.0,1.0,800,6,1310
10471,450000.0,1.75,1360,7,1570
10472,262500.0,2.25,1950,7,1670
10473,285000.0,2.25,1970,8,1790
10474,290000.0,2.5,2020,7,2170
10475,752500.0,2.5,2280,8,1640
10476,820000.0,2.75,3540,10,3540
10477,292000.0,2.5,1560,8,1310
10478,213000.0,1.0,750,6,1430
10479,400000.0,3.0,2240,7,1060
